investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV003505,,149323,,2556,West Bengal,Kolkata,T30,56+,Female,53.5,Mandate,Verified
INV003485,,119599,,1001,Haryana,Gurugram,T30,36-45,Male,39.1,Cheque,Verified
INV001059,,119092,,125895,Karnataka,Mysore,B30,26-35,Male,24.2,UPI,Verified
INV002350,,148568,,2803,Tamil Nadu,Chennai,T30,26-35,Male,23.0,Net Banking,Verified
INV003494,,119094,,54880,Punjab,Chandigarh,T30,26-35,Female,18.6,Mandate,Verified
INV002997,,120843,,5309,West Bengal,Kolkata,T30,26-35,Male,23.7,Net Banking,Verified
INV003713,,102887,,58147,West Bengal,Kolkata,T30,36-45,Female,29.9,UPI,Verified
INV000746,,101206,,4579,Madhya Pradesh,Bhopal,B30,36-45,Male,49.8,UPI,Verified
INV003711,,102886,,15878,Telangana,Hyderabad,T30,36-45,Female,13.1,UPI,Verified
INV002466,,119551,,14398,Madhya Pradesh,Indore,T30,36-45,Male,36.9,Cheque,Verified
INV004347,,118632,,205355,West Bengal,Kolkata,T30,36-45,Male,20.5,Net Banking,Verified
INV002165,,119551,,45733,Telangana,Hyderabad,T30,46-55,Male,46.2,Mandate,Verified
INV004836,,100016,,467616,West Bengal,Kolkata,T30,26-35,Male,8.3,Cheque,Verified
INV004261,,101207,,284659,West Bengal,Kolkata,T30,56+,Male,49.8,Cheque,Verified
INV004621,,119093,,8483,Punjab,Amritsar,B30,36-45,Female,16.9,Cheque,Verified
INV002478,,118636,,141470,Telangana,Hyderabad,T30,18-25,Male,4.4,Mandate,Pending
INV004481,,149323,,21878,Rajasthan,Jaipur,T30,46-55,Male,60.1,Net Banking,Verified
INV002921,,120506,,222819,Punjab,Amritsar,B30,18-25,Female,5.4,Net Banking,Verified
INV000284,,118634,,2492,Karnataka,Mysore,B30,26-35,Male,7.0,UPI,Verified
INV003254,,100025,,58260,Uttar Pradesh,Lucknow,T30,26-35,Male,9.5,UPI,Verified
INV003613,,120842,,249731,Punjab,Amritsar,B30,26-35,Male,13.5,Cheque,Verified
INV001128,,118633,,278659,West Bengal,Kolkata,T30,36-45,Female,43.2,Net Banking,Verified
INV003443,,119551,,34977,Madhya Pradesh,Bhopal,B30,26-35,Male,16.6,Cheque,Verified
INV002360,,120505,,394432,Maharashtra,Mumbai,T30,26-35,Male,11.6,UPI,Verified
INV000170,,148568,,2045,Haryana,Gurugram,T30,36-45,Female,12.4,Mandate,Verified
INV001023,,119552,,552340,Gujarat,Ahmedabad,T30,36-45,Male,27.1,Net Banking,Verified
INV000874,,101207,,478,Tamil Nadu,Chennai,T30,56+,Male,19.1,Cheque,Verified
INV004130,,120844,,238332,Punjab,Amritsar,B30,36-45,Male,57.9,Net Banking,Pending
INV003047,,101207,,2669,Maharashtra,Mumbai,T30,46-55,Male,40.0,UPI,Verified
INV004581,,119093,,1637,Gujarat,Surat,T30,26-35,Male,14.7,Mandate,Pending
INV004056,2024-01-09,120504,,8762,Haryana,Gurugram,T30,26-35,Male,8.3,Net Banking,Verified
INV004089,2024-01-09,149322,,40673,Haryana,Gurugram,T30,36-45,Female,15.2,UPI,Verified
INV002349,2024-01-09,120506,,8419,Punjab,Amritsar,B30,26-35,Female,9.6,Net Banking,Verified
INV004089,2024-01-09,119120,,173435,Haryana,Gurugram,T30,36-45,Female,15.2,Mandate,Verified
INV002718,2024-01-09,119093,,1962,Telangana,Hyderabad,T30,36-45,Male,15.6,Net Banking,Verified
INV001255,2024-01-09,120505,,189935,Punjab,Amritsar,B30,26-35,Male,14.3,Mandate,Verified
INV004078,2024-01-09,119551,,430457,Delhi,Noida,T30,18-25,Male,3.8,Mandate,Verified
INV004829,2024-01-09,100025,,49918,Madhya Pradesh,Indore,T30,26-35,Male,21.8,Net Banking,Verified
INV002868,2024-01-09,120842,,60628,Gujarat,Ahmedabad,T30,26-35,Female,24.7,UPI,Verified
INV001223,2024-01-09,102886,,360721,Punjab,Amritsar,B30,56+,Male,46.0,Net Banking,Verified
INV001210,2024-01-09,100025,,4521,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Cheque,Verified
INV002953,2024-01-09,125497,,2097,Tamil Nadu,Coimbatore,B30,46-55,Male,62.4,UPI,Verified
INV002265,2024-01-09,119599,,849,Rajasthan,Jaipur,T30,18-25,Female,3.8,Cheque,Pending
INV002559,2024-01-09,118634,,40442,Haryana,Faridabad,B30,18-25,Female,3.4,Cheque,Verified
INV000948,2024-01-09,119599,,13762,Tamil Nadu,Chennai,T30,46-55,Male,94.7,Mandate,Verified
INV001050,2024-01-09,120506,,485,Telangana,Hyderabad,T30,36-45,Female,38.9,UPI,Verified
INV001782,2024-01-09,148569,,212573,Uttar Pradesh,Agra,B30,36-45,Female,47.5,Mandate,Verified
INV002531,2024-01-09,119552,,2920,Rajasthan,Udaipur,B30,36-45,Female,50.4,Cheque,Verified
INV002639,2024-01-09,118633,,57573,Gujarat,Ahmedabad,T30,36-45,Male,20.7,UPI,Verified
INV000638,2024-01-09,102885,,153292,Rajasthan,Udaipur,B30,26-35,Male,12.7,UPI,Verified
INV000802,2024-01-09,118632,,26484,Gujarat,Ahmedabad,T30,36-45,Male,34.4,Mandate,Pending
INV002621,2024-01-09,120507,,429670,Uttar Pradesh,Agra,B30,26-35,Female,22.6,UPI,Verified
INV003044,2024-01-09,148569,,2779,West Bengal,Kolkata,T30,18-25,Female,3.2,Mandate,Verified
INV003042,2024-01-09,149324,,14442,Tamil Nadu,Coimbatore,B30,46-55,Male,23.5,Mandate,Verified
INV004314,2024-01-09,120506,,436502,Haryana,Gurugram,T30,26-35,Male,19.2,Cheque,Verified
INV003041,2024-01-09,102886,,285273,Madhya Pradesh,Bhopal,B30,36-45,Male,32.0,UPI,Verified
INV000045,2024-01-09,119120,,8189,Uttar Pradesh,Lucknow,T30,36-45,Male,26.2,UPI,Verified
INV000481,2024-01-09,120844,,192611,Madhya Pradesh,Bhopal,B30,26-35,Female,13.4,UPI,Verified
INV003036,2024-01-09,119093,,5534,Telangana,Hyderabad,T30,26-35,Male,18.2,Net Banking,Pending
INV004555,2024-01-09,120505,,17814,Uttar Pradesh,Lucknow,T30,36-45,Female,24.4,UPI,Pending
INV003964,2024-01-09,119093,,2471,Punjab,Chandigarh,T30,26-35,Male,16.7,Net Banking,Verified
INV000765,2024-01-09,119551,,83067,Telangana,Hyderabad,T30,18-25,Male,4.6,Cheque,Verified
INV000490,2024-01-09,119095,,24512,Delhi,New Delhi,T30,26-35,Male,10.0,Cheque,Pending
INV003640,2024-01-09,100025,,2957,Gujarat,Ahmedabad,T30,26-35,Male,14.0,Mandate,Verified
INV001060,2024-01-09,148568,,393701,Telangana,Hyderabad,T30,36-45,Male,29.0,Net Banking,Verified
INV004289,2024-01-09,119598,,2878,Karnataka,Bangalore,T30,26-35,Male,14.8,UPI,Verified
INV003765,2024-01-09,120505,,402,Uttar Pradesh,Kanpur,B30,26-35,Male,11.1,UPI,Verified
INV002629,2024-01-09,149324,,16439,Karnataka,Mysore,B30,36-45,Male,32.9,Mandate,Verified
INV003089,2024-01-09,118632,,2300,Uttar Pradesh,Agra,B30,26-35,Male,14.1,UPI,Verified
INV000118,2024-01-09,120503,,22361,Telangana,Hyderabad,T30,26-35,Male,20.2,UPI,Verified
INV004620,2024-01-09,102886,,897,Maharashtra,Pune,T30,36-45,Male,58.6,Net Banking,Pending
INV003557,2024-01-09,149323,,8365,Karnataka,Bangalore,T30,46-55,Female,81.8,Net Banking,Verified
INV000587,2024-01-09,119095,,874,Punjab,Chandigarh,T30,26-35,Male,15.5,Mandate,Verified
INV001140,2024-01-09,119092,,4256,Uttar Pradesh,Lucknow,T30,36-45,Female,18.8,Cheque,Verified
INV001853,2024-01-09,119093,,28778,Delhi,Noida,T30,18-25,Male,6.1,UPI,Verified
INV003656,2024-01-09,148569,,105238,Rajasthan,Udaipur,B30,36-45,Female,58.5,Mandate,Verified
INV002279,2024-01-09,120507,,8339,Delhi,Gurugram,T30,36-45,Male,25.1,Cheque,Verified
INV003685,2024-01-09,148567,,373660,Gujarat,Ahmedabad,T30,26-35,Male,10.4,Cheque,Verified
INV001322,2024-01-09,120506,,190091,Uttar Pradesh,Lucknow,T30,26-35,Female,10.5,Net Banking,Verified
INV003914,2024-01-09,149322,,43709,Karnataka,Bangalore,T30,26-35,Male,8.9,UPI,Verified
INV003913,2024-01-09,119092,,8648,Telangana,Hyderabad,T30,36-45,Male,51.7,Cheque,Verified
INV004627,2024-01-09,100016,,2028,West Bengal,Kolkata,T30,36-45,Male,47.7,Cheque,Verified
INV004377,2024-02-09,118634,,211419,Haryana,Faridabad,B30,18-25,Male,6.1,Net Banking,Verified
INV002964,2024-02-09,149323,,267075,Rajasthan,Udaipur,B30,46-55,Male,84.1,Net Banking,Verified
INV003034,2024-02-09,119092,,2925,Tamil Nadu,Chennai,T30,26-35,Male,7.2,Mandate,Verified
INV002774,2024-02-09,120505,,3294,Haryana,Gurugram,T30,36-45,Male,58.4,UPI,Verified
INV002583,2024-02-09,118635,,11154,Gujarat,Ahmedabad,T30,46-55,Male,48.5,Net Banking,Verified
INV004840,2024-02-09,119095,,4300,Maharashtra,Pune,T30,18-25,Male,6.5,Cheque,Verified
INV004829,2024-02-09,119551,,6992,Madhya Pradesh,Indore,T30,26-35,Male,21.8,Cheque,Verified
INV002584,2024-02-09,118632,,204334,Tamil Nadu,Chennai,T30,36-45,Female,40.0,Mandate,Verified
INV002606,2024-02-09,120844,,2345,Telangana,Hyderabad,T30,26-35,Female,8.1,Cheque,Verified
INV003600,2024-02-09,101206,,10637,West Bengal,Kolkata,T30,56+,Female,19.3,UPI,Verified
INV003137,2024-02-09,125497,,2391,Tamil Nadu,Coimbatore,B30,36-45,Male,15.9,Net Banking,Verified
INV002159,2024-02-09,118635,,21392,Haryana,Gurugram,T30,26-35,Male,7.0,UPI,Pending
INV000165,2024-02-09,120841,,280939,Punjab,Chandigarh,T30,36-45,Female,18.8,UPI,Verified
INV002052,2024-02-09,120506,,385249,Uttar Pradesh,Lucknow,T30,36-45,Male,50.8,Mandate,Verified
INV002575,2024-02-09,119094,,190842,West Bengal,Kolkata,T30,18-25,Male,7.9,UPI,Verified
INV004854,2024-02-09,119120,,439,Rajasthan,Udaipur,B30,18-25,Female,3.5,UPI,Verified
INV004077,2024-02-09,120503,,193611,Delhi,New Delhi,T30,18-25,Female,3.5,UPI,Verified
INV004917,2024-02-09,120506,,41677,Uttar Pradesh,Kanpur,B30,26-35,Male,18.3,Mandate,Verified
INV002105,2024-02-09,118633,,288896,Haryana,Gurugram,T30,18-25,Female,3.7,UPI,Pending
INV003894,2024-02-09,119092,,538,Tamil Nadu,Coimbatore,B30,26-35,Male,14.9,Mandate,Verified
INV001518,2024-02-09,119094,,48656,Karnataka,Mysore,B30,18-25,Male,3.9,UPI,Verified
INV003139,2024-02-09,120842,,7511,Karnataka,Mysore,B30,36-45,Male,39.4,Net Banking,Verified
INV002879,2024-02-09,118633,,10773,Tamil Nadu,Coimbatore,B30,46-55,Male,26.0,Mandate,Verified
INV003058,2024-02-09,101207,,411170,Karnataka,Mysore,B30,36-45,Male,46.2,Cheque,Verified
INV001013,2024-02-09,120843,,226078,Telangana,Hyderabad,T30,36-45,Male,40.6,Net Banking,Verified
INV001183,2024-02-09,102886,,2532,West Bengal,Kolkata,T30,46-55,Male,79.9,Cheque,Verified
INV002130,2024-02-09,120842,,361193,Maharashtra,Pune,T30,46-55,Male,22.5,Mandate,Verified
INV000136,2024-02-09,118633,,820,Gujarat,Surat,T30,18-25,Male,3.7,Net Banking,Verified
INV002466,2024-02-09,119552,,329997,Madhya Pradesh,Indore,T30,36-45,Male,36.9,Cheque,Verified
INV002554,2024-02-09,119094,,17358,Madhya Pradesh,Bhopal,B30,18-25,Male,5.4,UPI,Verified
INV003260,2024-02-09,125498,,9993,Madhya Pradesh,Indore,T30,18-25,Male,7.9,Net Banking,Verified
INV003477,2024-02-09,119092,,10125,Delhi,Gurugram,T30,36-45,Female,23.1,Mandate,Verified
INV004738,2024-02-09,125498,,440,Uttar Pradesh,Kanpur,B30,56+,Female,52.6,Mandate,Verified
INV001706,2024-02-09,118636,,114469,West Bengal,Kolkata,T30,26-35,Male,14.2,Mandate,Verified
INV001727,2024-02-09,149323,,7800,Gujarat,Surat,T30,46-55,Female,74.1,Net Banking,Verified
INV000895,2024-02-09,149322,,347441,Rajasthan,Udaipur,B30,26-35,Male,19.5,Mandate,Verified
INV004458,2024-02-09,149322,,42170,Gujarat,Ahmedabad,T30,26-35,Female,12.3,Cheque,Verified
INV001894,2024-02-09,120503,,150622,Delhi,New Delhi,T30,26-35,Male,21.1,UPI,Verified
INV002688,2024-02-09,102886,,1626,Uttar Pradesh,Lucknow,T30,26-35,Male,23.5,Mandate,Verified
INV001688,2024-02-09,120842,,113076,Gujarat,Ahmedabad,T30,26-35,Male,7.7,Cheque,Verified
INV002454,2024-02-09,100016,,13199,Uttar Pradesh,Agra,B30,36-45,Male,37.5,Mandate,Verified
INV003407,2024-02-09,118632,,4276,West Bengal,Kolkata,T30,26-35,Male,6.7,Mandate,Verified
INV000594,2024-02-09,120842,,1095,Telangana,Hyderabad,T30,18-25,Male,6.6,UPI,Verified
INV001772,2024-02-09,100033,,2714,Telangana,Hyderabad,T30,36-45,Male,31.2,UPI,Verified
INV003317,2024-02-09,120504,,2890,Delhi,New Delhi,T30,18-25,Male,6.6,Net Banking,Verified
INV003321,2024-02-09,102886,,7609,Karnataka,Bangalore,T30,46-55,Male,22.5,Net Banking,Verified
INV003325,2024-02-09,102887,,10850,Haryana,Faridabad,B30,26-35,Male,17.3,Cheque,Verified
INV001797,2024-02-09,102885,,5052,Punjab,Amritsar,B30,26-35,Female,6.8,UPI,Verified
INV000719,2024-02-09,118633,,371698,Tamil Nadu,Coimbatore,B30,18-25,Male,6.8,Net Banking,Verified
INV003185,2024-02-09,119599,,1102,Rajasthan,Udaipur,B30,26-35,Female,23.1,Net Banking,Verified
INV003288,2024-02-09,120503,,3161,Punjab,Chandigarh,T30,56+,Male,57.9,Cheque,Verified
INV001920,2024-02-09,119094,,7188,Madhya Pradesh,Indore,T30,36-45,Female,24.5,Net Banking,Verified
INV004266,2024-02-09,120505,,405,Delhi,New Delhi,T30,36-45,Male,35.9,Net Banking,Verified
INV004434,2024-02-09,100016,,6983,Gujarat,Surat,T30,46-55,Male,17.7,Cheque,Pending
INV000514,2024-02-09,118633,,373640,West Bengal,Kolkata,T30,36-45,Male,43.2,Cheque,Verified
INV001993,2024-02-09,101206,,187705,Uttar Pradesh,Agra,B30,36-45,Female,44.2,Mandate,Pending
INV004314,2024-02-09,100033,,958,Haryana,Gurugram,T30,26-35,Male,19.2,UPI,Verified
INV001676,2024-02-09,118632,,42744,Haryana,Faridabad,B30,56+,Female,30.9,Cheque,Verified
INV000758,2024-02-09,119095,,1810,Delhi,New Delhi,T30,56+,Male,61.5,UPI,Verified
INV001955,2024-02-09,118635,,301943,Madhya Pradesh,Bhopal,B30,26-35,Female,16.4,Cheque,Verified
INV002705,2024-02-09,118632,,1019,Uttar Pradesh,Lucknow,T30,46-55,Female,90.6,Net Banking,Verified
INV004768,2024-02-09,120504,,2134,Delhi,Noida,T30,46-55,Female,98.4,Cheque,Verified
INV001379,2024-02-09,120503,,473,Punjab,Amritsar,B30,56+,Female,74.3,Mandate,Verified
INV003958,2024-03-09,120507,,10761,Haryana,Faridabad,B30,18-25,Male,6.6,Mandate,Verified
INV003748,2024-03-09,120843,,3365,Madhya Pradesh,Indore,T30,46-55,Male,66.4,UPI,Verified
INV001773,2024-03-09,100016,,1119,Punjab,Chandigarh,T30,26-35,Male,21.4,Cheque,Verified
INV002530,2024-03-09,102887,,5775,Telangana,Hyderabad,T30,36-45,Male,53.9,UPI,Pending
INV002694,2024-03-09,119095,,6396,West Bengal,Kolkata,T30,26-35,Male,12.9,Mandate,Verified
INV003641,2024-03-09,118633,,29589,Telangana,Hyderabad,T30,26-35,Female,13.1,Cheque,Verified
INV004994,2024-03-09,101206,,8642,Delhi,New Delhi,T30,36-45,Male,31.9,Mandate,Verified
INV002392,2024-03-09,100016,,2391,Madhya Pradesh,Indore,T30,56+,Female,68.4,UPI,Verified
INV002125,2024-03-09,119551,,3502,Haryana,Faridabad,B30,26-35,Female,7.9,Net Banking,Verified
INV000680,2024-03-09,120844,,525,Tamil Nadu,Chennai,T30,18-25,Female,4.1,UPI,Verified
INV002704,2024-03-09,120844,,474621,Delhi,Noida,T30,36-45,Female,47.8,Cheque,Verified
INV001623,2024-03-09,149322,,167533,Gujarat,Surat,T30,26-35,Female,17.3,Net Banking,Verified
INV004994,2024-03-09,120841,,2791,Delhi,New Delhi,T30,36-45,Male,31.9,Mandate,Verified
INV001798,2024-03-09,148567,,10753,Tamil Nadu,Chennai,T30,36-45,Female,21.3,Mandate,Pending
INV002211,2024-03-09,100016,,245517,Gujarat,Surat,T30,26-35,Male,11.3,UPI,Pending
INV002399,2024-03-09,101206,,2695,Gujarat,Ahmedabad,T30,46-55,Female,34.7,Cheque,Verified
INV003995,2024-03-09,101207,,448180,Uttar Pradesh,Agra,B30,36-45,Female,33.8,UPI,Pending
INV001023,2024-03-09,100033,,5577,Gujarat,Ahmedabad,T30,36-45,Male,27.1,Net Banking,Verified
INV004608,2024-03-09,101208,,9046,Karnataka,Bangalore,T30,26-35,Female,23.3,Net Banking,Pending
INV002509,2024-03-09,120503,,2074,Maharashtra,Mumbai,T30,36-45,Female,19.9,Cheque,Verified
INV001488,2024-03-09,101206,,237778,Punjab,Chandigarh,T30,18-25,Female,5.2,Cheque,Verified
INV003468,2024-03-09,119598,,423,Madhya Pradesh,Indore,T30,36-45,Female,43.1,Net Banking,Verified
INV001735,2024-03-09,118636,,29736,Maharashtra,Pune,T30,56+,Male,41.9,Cheque,Verified
INV000452,2024-03-09,119120,,5493,Tamil Nadu,Coimbatore,B30,26-35,Male,18.1,Mandate,Verified
INV002402,2024-03-09,119552,,105250,Uttar Pradesh,Lucknow,T30,46-55,Male,55.5,Mandate,Verified
INV000512,2024-03-09,119598,,146566,Punjab,Amritsar,B30,46-55,Male,82.6,Mandate,Verified
INV004992,2024-03-09,120505,,465547,Rajasthan,Udaipur,B30,26-35,Male,11.1,Net Banking,Verified
INV003419,2024-03-09,149322,,9838,Maharashtra,Pune,T30,18-25,Male,5.3,UPI,Verified
INV004287,2024-03-09,119552,,814,Gujarat,Surat,T30,26-35,Female,18.1,Net Banking,Verified
INV001028,2024-03-09,100016,,10121,Rajasthan,Jaipur,T30,46-55,Female,67.4,Mandate,Pending
INV003632,2024-03-09,119552,,3157,Punjab,Chandigarh,T30,36-45,Female,43.2,UPI,Verified
INV004932,2024-03-09,100033,,16353,Tamil Nadu,Chennai,T30,26-35,Female,21.1,Mandate,Pending
INV003055,2024-03-09,149324,,4795,Madhya Pradesh,Indore,T30,26-35,Female,18.0,UPI,Verified
INV003057,2024-03-09,120503,,1014,Punjab,Chandigarh,T30,18-25,Male,6.4,Cheque,Verified
INV001680,2024-03-09,120844,,3140,Madhya Pradesh,Indore,T30,26-35,Male,22.8,Mandate,Verified
INV000678,2024-03-09,118634,,2780,Gujarat,Surat,T30,26-35,Male,19.1,Mandate,Verified
INV001206,2024-03-09,125498,,27115,Delhi,Noida,T30,26-35,Male,11.7,Mandate,Pending
INV002445,2024-03-09,119599,,225418,Punjab,Chandigarh,T30,26-35,Male,9.5,Mandate,Verified
INV003124,2024-03-09,148567,,459,West Bengal,Kolkata,T30,36-45,Male,28.8,Cheque,Verified
INV001586,2024-03-09,149322,,1772,Tamil Nadu,Chennai,T30,26-35,Male,6.4,Cheque,Verified
INV003363,2024-03-09,119094,,15260,Haryana,Gurugram,T30,36-45,Male,46.5,Cheque,Verified
INV004138,2024-03-09,100016,,526229,Madhya Pradesh,Indore,T30,36-45,Male,18.2,Cheque,Pending
INV000288,2024-03-09,100016,,436272,Telangana,Hyderabad,T30,26-35,Male,10.1,UPI,Verified
INV003835,2024-03-09,120504,,2381,Delhi,Noida,T30,36-45,Female,58.3,Cheque,Pending
INV003838,2024-03-09,101206,,267964,Gujarat,Surat,T30,18-25,Female,5.1,UPI,Verified
INV004769,2024-03-09,119095,,2906,Punjab,Amritsar,B30,46-55,Female,25.3,UPI,Verified
INV000255,2024-03-09,118635,,3389,Haryana,Gurugram,T30,26-35,Female,19.9,UPI,Verified
INV000930,2024-03-09,125497,,463,Rajasthan,Udaipur,B30,18-25,Female,4.1,Net Banking,Verified
INV003584,2024-03-09,118636,,6860,Punjab,Amritsar,B30,26-35,Male,12.6,Mandate,Pending
INV001214,2024-03-09,120507,,199144,Telangana,Hyderabad,T30,36-45,Male,19.8,Cheque,Pending
INV001545,2024-03-09,119552,,914,Madhya Pradesh,Bhopal,B30,26-35,Male,11.5,UPI,Verified
INV004781,2024-03-09,119093,,24775,Haryana,Faridabad,B30,18-25,Female,5.7,UPI,Verified
INV004787,2024-03-09,120504,,406,Haryana,Faridabad,B30,26-35,Male,8.2,Cheque,Verified
INV000939,2024-03-09,118633,,346741,Karnataka,Bangalore,T30,26-35,Male,19.6,UPI,Verified
INV001985,2024-03-09,149322,,23218,Gujarat,Surat,T30,36-45,Male,46.6,Net Banking,Verified
INV004796,2024-03-09,100025,,521,Delhi,Noida,T30,18-25,Male,4.6,UPI,Verified
INV003868,2024-03-09,101206,,20845,Gujarat,Surat,T30,36-45,Male,25.8,Cheque,Verified
INV000694,2024-03-09,149323,,167058,Rajasthan,Jaipur,T30,46-55,Male,50.6,Mandate,Verified
INV004345,2024-03-09,148567,,269088,West Bengal,Kolkata,T30,36-45,Female,33.3,Mandate,Verified
INV003123,2024-03-09,100016,,475971,Haryana,Faridabad,B30,36-45,Male,36.2,UPI,Verified
INV004695,2024-03-09,148568,,430777,Gujarat,Ahmedabad,T30,26-35,Female,14.3,Mandate,Verified
INV003278,2024-03-09,148567,,207516,Madhya Pradesh,Bhopal,B30,26-35,Male,7.3,Mandate,Verified
INV002864,2024-03-09,120843,,2125,Madhya Pradesh,Bhopal,B30,26-35,Male,6.8,Mandate,Pending
INV003783,2024-03-09,149322,,48572,Madhya Pradesh,Indore,T30,18-25,Male,3.5,Cheque,Verified
INV000595,2024-03-09,119092,,56800,Gujarat,Surat,T30,18-25,Male,7.6,UPI,Verified
INV000590,2024-03-09,148569,,90902,Gujarat,Ahmedabad,T30,36-45,Male,23.3,UPI,Verified
INV003678,2024-03-09,119551,,160821,Gujarat,Ahmedabad,T30,26-35,Male,6.6,Cheque,Verified
INV003329,2024-03-09,119552,,49349,Madhya Pradesh,Indore,T30,56+,Male,25.2,Mandate,Verified
INV000344,2024-03-09,120505,,26077,Madhya Pradesh,Bhopal,B30,36-45,Male,56.7,UPI,Verified
INV000383,2024-03-09,119093,,848,Telangana,Hyderabad,T30,26-35,Female,23.4,UPI,Verified
INV004208,2024-03-09,119551,,4981,West Bengal,Kolkata,T30,36-45,Male,53.3,UPI,Verified
INV001305,2024-03-09,120841,,13568,Rajasthan,Jaipur,T30,26-35,Female,15.7,Cheque,Verified
INV004044,2024-03-09,125498,,15973,Rajasthan,Jaipur,T30,46-55,Male,82.3,Net Banking,Verified
INV000756,2024-04-09,120506,,28358,Tamil Nadu,Chennai,T30,36-45,Male,44.2,Cheque,Verified
INV000501,2024-04-09,120505,,1120,Punjab,Chandigarh,T30,18-25,Male,4.0,UPI,Verified
INV000440,2024-04-09,149324,,6578,Uttar Pradesh,Agra,B30,18-25,Male,6.7,UPI,Verified
INV004608,2024-04-09,118633,,2755,Karnataka,Bangalore,T30,26-35,Female,23.3,Mandate,Verified
INV004804,2024-04-09,118636,,220689,Maharashtra,Mumbai,T30,36-45,Male,44.1,UPI,Verified
INV002474,2024-04-09,119095,,1870,Gujarat,Surat,T30,36-45,Male,54.3,Net Banking,Verified
INV004822,2024-04-09,120844,,3461,Rajasthan,Udaipur,B30,26-35,Male,14.8,Mandate,Pending
INV004521,2024-04-09,118636,,2883,Gujarat,Ahmedabad,T30,18-25,Male,7.9,Cheque,Verified
INV002675,2024-04-09,118634,,6583,Uttar Pradesh,Agra,B30,36-45,Male,17.9,Cheque,Verified
INV004455,2024-04-09,148568,,8401,Telangana,Hyderabad,T30,18-25,Female,3.5,Net Banking,Verified
INV002424,2024-04-09,148567,,26070,Telangana,Hyderabad,T30,56+,Female,51.2,Net Banking,Pending
INV000669,2024-04-09,120505,,504574,Madhya Pradesh,Indore,T30,36-45,Male,25.2,UPI,Verified
INV004175,2024-04-09,120842,,7118,Tamil Nadu,Coimbatore,B30,36-45,Female,51.8,Cheque,Verified
INV002639,2024-04-09,120507,,26743,Gujarat,Ahmedabad,T30,36-45,Male,20.7,UPI,Pending
INV000869,2024-04-09,118632,,2109,West Bengal,Kolkata,T30,26-35,Female,12.1,Mandate,Verified
INV004348,2024-04-09,118632,,184172,Delhi,New Delhi,T30,26-35,Female,13.4,Cheque,Verified
INV002759,2024-04-09,118633,,586,Delhi,Noida,T30,36-45,Male,44.6,Mandate,Verified
INV004607,2024-04-09,119551,,303527,Telangana,Hyderabad,T30,26-35,Female,7.0,Cheque,Verified
INV004451,2024-04-09,102886,,8797,Madhya Pradesh,Bhopal,B30,56+,Male,78.6,Net Banking,Verified
INV000803,2024-04-09,119599,,8160,Karnataka,Mysore,B30,26-35,Female,20.6,Cheque,Verified
INV002497,2024-04-09,119599,,27651,Telangana,Hyderabad,T30,26-35,Female,13.0,Net Banking,Verified
INV000131,2024-04-09,120503,,15555,Telangana,Hyderabad,T30,36-45,Female,16.8,Mandate,Verified
INV004678,2024-04-09,149323,,8018,West Bengal,Kolkata,T30,36-45,Female,15.3,Net Banking,Verified
INV000857,2024-04-09,125497,,288031,Gujarat,Ahmedabad,T30,26-35,Female,23.6,UPI,Verified
INV000673,2024-04-09,148568,,46570,Maharashtra,Nashik,B30,36-45,Male,47.4,Net Banking,Verified
INV000334,2024-04-09,118635,,4875,Uttar Pradesh,Lucknow,T30,56+,Male,22.6,Mandate,Verified
INV004748,2024-04-09,118634,,7582,Delhi,Noida,T30,26-35,Male,12.6,Net Banking,Verified
INV000384,2024-04-09,149323,,2208,Tamil Nadu,Coimbatore,B30,18-25,Female,6.5,UPI,Verified
INV002214,2024-04-09,149322,,2848,Delhi,Gurugram,T30,36-45,Female,50.5,Cheque,Verified
INV003095,2024-04-09,120506,,22871,Madhya Pradesh,Bhopal,B30,18-25,Male,5.1,Cheque,Verified
INV002250,2024-04-09,100025,,91136,Telangana,Hyderabad,T30,36-45,Male,20.4,Net Banking,Verified
INV003471,2024-04-09,102885,,2120,Maharashtra,Nashik,B30,36-45,Male,15.0,Cheque,Verified
INV003192,2024-04-09,120505,,13985,Uttar Pradesh,Lucknow,T30,26-35,Male,22.2,Net Banking,Verified
INV002372,2024-04-09,100025,,25882,Maharashtra,Pune,T30,36-45,Female,28.6,Net Banking,Verified
INV003705,2024-04-09,118634,,232973,Telangana,Hyderabad,T30,26-35,Male,8.0,Net Banking,Verified
INV003788,2024-04-09,102886,,904,Tamil Nadu,Chennai,T30,18-25,Male,3.1,UPI,Verified
INV001102,2024-04-09,149322,,25874,West Bengal,Kolkata,T30,46-55,Male,22.2,Mandate,Verified
INV002319,2024-04-09,149323,,418,Karnataka,Mysore,B30,26-35,Male,8.7,UPI,Verified
INV001225,2024-04-09,120507,,460,Karnataka,Mysore,B30,26-35,Male,16.5,Cheque,Verified
INV003932,2024-04-09,119093,,2073,Karnataka,Mysore,B30,26-35,Male,15.7,UPI,Verified
INV002946,2024-04-09,118635,,185408,Haryana,Gurugram,T30,26-35,Male,22.8,Mandate,Verified
